Provider,Company ,CourseName ,Link,Contents,Level,User
ARSET,NASA,Introduction to synthetic aperture radar 2,https://appliedsciences.nasa.gov/join-mission/training/english/introduction-synthetic-aperture-radar ,"GIS Expert; Data Scientist; introductory; introduction to synthetic aperture radar (SAR); SAR processing and data analysis; Sentinel-1 background; Characteristics of SAR images from different satellites; Modes of acquisition; Access; File naming format; Toolbox; Accessing, opening and displaying the data; All done using the toolbox; Pre-processing; Defining a subset; Geometric and radiometric calibration; Speckle reduction; Analysis; Histogram analysis; Creating a threshold to separate water and land; Classifying water and land; ",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Introduction to synthetic aperture radar 3,https://appliedsciences.nasa.gov/join-mission/training/english/introduction-synthetic-aperture-radar ,introductory; introduction to synthetic aperture radar (SAR); polarimetric SAR; Why polarimetry?; Polarization; Dual-pol instruments; Quad-pol instruments; Polarimetry; Scattering mechanisms; Surface; Volume scatter; Double bounce; H-alpha decomposition; H-alpha classification; Data and software; Process sentinel-1 dual-pol images; Process UAVSAR quad-pol images; PolSARpro; Make a T3 matrix; H-alpha decomp and classification; Make an ENVI header; Display results; ,Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Introduction to synthetic aperture radar 4,https://appliedsciences.nasa.gov/join-mission/training/english/introduction-synthetic-aperture-radar ,"introductory; introduction to synthetic aperture radar (SAR); SAR Interferometry Theory; SAR Imagery and speckle; SAR Phase; Types of radar interferometry; Data collection options; Single-antenna-transmit mode; Ping-pong mode; Differential interferometry and topography; Phase unwrapping;
Correlation Theory; InSAR Applications; ",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Applications of Remote Sensing for Monitoring The Water Budget Within River Basins 1,https://appliedsciences.nasa.gov/join-mission/training/english/using-earth-observations-monitor-water-budgets-river-basin-management ,Manager; Data Scientist; GIS Expert; introductory; applications; remote sensing for monitoring the water budget within river basins; river basin monitoring; What is a river basin?; Importance of river basins; Importance of river basin management; Transboundary rivers; River basin management; River basin network based on remote sensing; Data availability from HydroSHEDS; Data layers and format from HydroSHEDS; Monitoring water availability in river basins; Monitoring water budget components: surface-based observations; Monitoring water budget components: remote sensing based observations; Current satellite missions for water budget components; Precipitation from TRMM and GPM: multi-satellite algorithms; Precipitation from integrated multi-satellite retrievals for GPM (IMERG); TMPA and IMERG; Precipitation data access and then analysis using Giovanni; Evapotranspiration (ET); Challenges in estimation of Evapotranspiration (ET); Evapotranspiration (ET) from MODIS;  Data access using NASA Earthdata; Evapotranspiration (ET) from Landsat; Data access using EEFlux; Multi-satellite Evapotranspiration (ET) from ALEXI (atmosphere-land Exchange inverse); ALEXI data access; Soil Moisture from SMAP; SMAP data access from NSIDC; SMAP data access using AppEEARS; GLDAS for water budget data; Data access using Giovanni; Advantages and challenges in using remote sensing and modelling data;,Introductory,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Applications of Remote Sensing for Monitoring The Water Budget Within River Basins 2,https://appliedsciences.nasa.gov/join-mission/training/english/using-earth-observations-monitor-water-budgets-river-basin-management ,"GIS Expert; Data Scientist; introductory; applications; remote sensing for monitoring the water budget within river basins; river basin monitoring; Challenges; Selected remote sensing studies of the Nile; Remotely sensed water balance analysis; Precipitation; Evapotranspiration (ET); Discharge; ΔStorage (GRACE); Basin Scale water balance; Computing river discharge; The Nile land data assimilation system; What is an LDAS?; Land surface model; LDAS around the world; NASA land information system (LIS); Customising LDAS for the Nile 
Evaluation: Evapotranspiration; Wetland mapping and monitoring; The SUDD; Flooded area SAR; SAR and Flooded vegetation; Classification of SAR imagery; Monitoring SUDD area and evapotranspiration; Predicting area; The Jonglei Canal;",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Applications of Remote Sensing for Monitoring The Water Budget Within River Basins 3,https://appliedsciences.nasa.gov/join-mission/training/english/using-earth-observations-monitor-water-budgets-river-basin-management ,"GIS Expert; Data Scientist; introductory; applications; remote sensing for monitoring the water budget within river basins; river basin monitoring; Motivation; The water landscape; Closing the terrestrial water budget using remote sensing; Satellites, sensors and timelines; Hydrologic decision support system for the lower Mekong river basin; SWAT: soil and water assessment tool; LMB LULC types that can affect hydrology and SWAT modelling results; Workflow for deriving LULC maps; SWAT calibration parameters; SWAT model with remote sensing climate input data; SWAT model streamflow calibration; Remote sensing and Gauge driven SWAT models – streamflow comparison; Remote sensing (GBM) and LMRB SWAT model; Lower Mekong river basin streamflow variability change; High flow disturbance analysis; Data access; NASA access github; Examining reservoir scenarios; Near real time flood inundation mapping; Damage framework; Location & objectives; Land cover/land use; Population/infrastructure; Damage model; Depth-damage curves; Visualising impacts; Limitations of current system; Damage assessment in Laos; Flood damage assessment system; Value of NRT earth observations; Tethys App for visualising and sharing inputs/outputs of the LMRB SWAT model;Tethys SWAT tool; Data sources;",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Applications of Remote Sensing for Monitoring The Water Budget Within River Basins 4,https://appliedsciences.nasa.gov/join-mission/training/english/using-earth-observations-monitor-water-budgets-river-basin-management ,"GIS Expert; Data Scientist;  introductory; applications; remote sensing for monitoring the water budget within river basins; river basin monitoring; Review of remote sensing data sources for surface water budget components in a river basin; Monitoring water availability in river basins; Satellites and sensors for water budget components; GLDAS for water budget data; Estimation of water budgets; 
Water budget equation; Obtaining water budget components; Demonstration of data access and analysis; River basin network from HydroSHEDS; Obtain water budget components for parana and Potomac sub-watersheds; Precipitation over parana and Potomac river basins; IMERG and GLDAS data access using Giovanni;",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Groundwater Monitoring using Observations from NASA’s Gravity Recovery and Climate Experiment (GRACE) Missions,https://appliedsciences.nasa.gov/join-mission/training/english/groundwater-monitoring-using-observations-nasas-gravity-recovery-and ,Manager; Data Scientist; GIS Expert; Groundwater Monitoring using Observations from NASA’s Gravity Recovery and Climate Experiment (GRACE) Missions; Description of groundwater; What is groundwater?; Groundwater usage; Monitoring groundwater; Overview of GRACE and GRACE follow-on missions; GRACE and GRACE-FO; Measurements; From gravity to terrestrial water; Terrestrial water storage data; From terrestrial water to groundwater; GLDAS groundwater; Example of GRACE groundwater applications; Drought monitoring; Flood detection; data access and analysis; JPL GRACE data portal; JPL GRACE data analysis tool; GRACE interactive data analysis and download portal; Groundwater storage;  data access; ,Introductory,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Remote Sensing of Coastal Ecosystems 1,https://appliedsciences.nasa.gov/join-mission/training/english/remote-sensing-coastal-ecosystems,"Manager; Data Scientist; GIS Expert; Introductory; remote sensing of coastal ecosystems; Why is it important to study coastal ecosystems?; Major factor affecting coastal ecosystems; Most common temperate and tropical coastal ecosystems; Temperate coastal ecosystems; Discrimination of kelp at the water surface; Floating forests;
Tropical ecosystems; Coral reefs; Spectral comparison of different coral reef components; Seagrass meadows; Mangrove forests; Satellites commonly used for coastal ecosystems assessment; Consideration when choosing data; Advantages of satellite observations; Earlier missions for the coastal zone; Current missions; Satellites and sensors for monitoring coastal ecosystems;
Multispectral vs hyperspectral; Indirect assessment of submerged ecosystems; In situ data collection for characterising water bodies in coastal areas; Inherent optical properties and the ‘colour’ of water; ",Introductory,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Remote Sensing of Coastal Ecosystems 2,https://appliedsciences.nasa.gov/join-mission/training/english/remote-sensing-coastal-ecosystems,"GIS Expert; Data Scientist; Introductory; remote sensing of coastal ecosystems; light penetration in the water column; Requirements for coastal water quality remote sensing 
Influence of spatial resolution 
Penetration of light in the ocean 
What does the colour of the water tell us 
In Situ Data Collection for Characterizing Water Bodies in Coastal Areas
Water optical properties 
Inherent optical properties (IOPs) 
Inherent optical properties (IOPs) and the ‘colour’ of the water 
Apparent optical properties (AOPs)
Vertical attenuation coefficient: A widely used AOP 
Typical field instrumentation for water quality characterisation 
Absorption of water, CDOM and phytoplankton 
Total suspended solids 
Increased Suspended Particulate Backscattering after Hurricane Sandy Obtained from VIIRS Satellite Data (image) 
Chlorophyll a
CDOM detection 
Direct and indirect monitoring of shallow coastal ecosystems 
Assessment of coral reef biodiversity using remote sensing 
Direct monitoring of benthic ecosystems 
In situ spectral characterisation of benthic components 
Spectral characterisation of stress 
Indirect monitoring of benthic ecosystems 
Limitations of satellite imagery for complex coastal ecosystems 
Water column correction validation ",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Remote Sensing of Coastal Ecosystems 3,https://appliedsciences.nasa.gov/join-mission/training/english/remote-sensing-coastal-ecosystems,"GIS Expert; Data Scientist; Introductory; remote sensing of coastal ecosystems; shorelines; Major components of a shoreline; Erosional shores; Depositional shores; Shoreline morphology characterisation; Causes for shoreline changes; Effects of sea level rise on coastlines; Advantages of using remote sensing to study shoreline changes; Landsat imagery for shoreline and watershed changes; Advantages of the coastal band in landsat 8 for shoreline features; Use of historical aerial photographs to quantify shoreline changes; Combined aerial and high res satellite data for shoreline change analysis; Dunes, beaches and wetlands 
Coastal dunes; Beach types; Dissipative beaches; Reflective beaches; Coastal wetlands; Typical image analysis approach for coastal wetlands; Vegetation indices; Monitoring mangroves using SAR; Shoreline topography and bathymetry; Methods for mapping bathymetry of shallow waters and topography of adjacent beaches; Stereoscopy for bathymetry and coastal topography; Waterline for bathymetry and coastal topography; inSAR for bathymetry and coastal topography; radar altimetry for bathymetry and coastal topography; Aquatic colour radiometry for bathymetry and coastal topography; Remote sensing of marine debris on shorelines; Marine debris; Remote sensing marine debris;",Introductory,GIS Expert; Data Scientist; 
ESA,ESA,Echos in space ,https://eo-college.org/courses/echoes-in-space/ ,"Manager; Data Scientist; GIS Expert; fundamental; echos in space; History; What is a radar?; What are microwaves?; Why we need radar satellites; What is Copernicus?; Radar history; Properties of electromagnetic waves; The EM spectrum; Basics of active systems; The SAR principle; The radar bands; Overview of existing missions; SAR image features; Introduction to SAR images; Comparison to optical images; Geometry; Radar imaging geometry; Effects of the imaging geometry; The scattering mechanisms; Important parameters; Sentinel-1 data access; Introduction to SMAP; Other SAR data sources; Land;Introduction to interferometry; Introduction to polarimetry; Introduction to time series; Forest applications; Forest tutorial; Urban applications; Urban tutorial; Agriculture applications; agriculture tutorial ; Water; Scattering mechanisms over water; Introduction to water bodies; Water body tutorial; Maritime applications; Sea ice; Wind, wave and currents; Oil spill mapping; Hazard; Introduction to anthropogenic deformation; Saving lives when disaster strikes; Introduction to flood mapping; Flood mapping tutorial; Introduction to tectonic events; Volcano tutorial;",Fundamental,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Global Precipitation Measurement (GPM) Mission 1,https://gpm.nasa.gov/data/training,"Manager; Data Scientist; GIS Expert; Introductory;Global Precipitation Measurement (GPM) Mission; introductory; data products; data access tools; Tropical Rainfall measuring mission (TRMM); TRMM to GPM; Societal benefit areas; Extreme events and disasters; Water resources agriculture; Weather, climate and land surface modelling; Public health and ecology; Floor and landslide modelling; Disaster situational awareness; Agriculture; GPM – For Continuation and Improvement of Tropical Rainfall Measuring Mission (TRMM) Measurements; GPM Core and Constellation Satellites; GPM core satellite; GPM sensors; GPM constellation sensors; GPM algorithms; GPM data products; GPM data levels; GPM level-2 Data product information; Summary of GPM level 2 precipitation products; GPM level 3 data product information; Summary of GPM level 3 precipitation products; Widely used GPM data products based on the users FTP requests 
IMERG data sets; FUTURE – transitioning from TRMM to GPM; GPM data file names; GPM data products information from precipitation measurement missions; Precipitation measurement missions; GPM data access; GPM data policy; GPM data access; GPM data servers; GPM near real time data access;
Overview of selected GPM data access tools; Access using selected web tools; Mirador: search and access; Giovanni version 4; Precipitation processing system (PPS) Science team online request module (STORM); Display GPM/TRMM HDF data files using THOR; GPM data validation; GPM data product validation; GPM and TRMM level 2 product comparison; Validation;",Introductory,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Global Precipitation Measurement (GPM) Mission 2,https://gpm.nasa.gov/data/training,"GIS Expert; Data Scientist; Introductory;Global Precipitation Measurement (GPM) Mission; introductory; IMERG; long-term precipitation data product; Overview of TRMM and GPM missions TRMM and GPM sensors; GPM constellation; TRMM and GPM multi-satellite precipitation products; Overview of Integrated Multi-satellite retrievals for GPM (IMERG); The constellation; From data to estimates – single satellite estimates; IMERG quick description; IMERG examples of data fields; V06 upgrades; calibration; Ocean precip timeseries; tropical ocean monthly precip histogram time series; Late run, September-november diurnal cycle, maritime continent; Final Run, June-August Diurnal Cycle in Central U.S. (GPM Era);
IMERG Final, Monthly for Atolls; Hurricane Harvey, 25-31 August 2017, IMERG and MRMS; Schedule and final remarks; IMERG – quality index; Some details – key points in morphing; GPM applications; Earth Science Directorate/Applied Sciences Program; Earth science missions; NASA applied sciences program; What are the applications; The drought severity evaluation tool (DSET); NASA’s Rainfall Data used to Monitor Crop Conditions throughout Uganda; Strengthening the Mitigation Hierarchy in the Amazon with NASA Rainfall Data; GPM IMERG Data Used for Wind Energy; Driving Hydropower Generation in Indonesia using GPM IMERG; Monitoring California’s Carr Fire; IMERG used for Disaster Response; Predicting Cholera in Haiti using NASA Satellites; Weakening Tropical Storm Xavier Observed By GPM; Using IMERG for index-based insurance: MiCRO’s case study; About Micro; Key figures; Satellite products micro uses/used; How micros solution works – insurer’s perspective; How micros solution works – end clients’ perspective; Demonstration; Data access;",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Introduction to Global Precipitation Measurement (GPM) Data and Applications 1,https://appliedsciences.nasa.gov/join-mission/training/english/introduction-global-precipitation-measurement-gpm-data-and ,"Manager; Data Scientist; GIS Expert; Introduction to Global Precipitation Measurement (GPM) Data and Applications; introductory; precipitation remote sensing; NASA precipitation missions; Advantages of precipitation remote sensing; Fundamentals of remote sensing; What is remote sensing; Measuring Properties of the Earth-Atmosphere System from Space; Satellite sensors 
Passive; Active; Resolution; Types of orbits; Remote sensing of precipitation; Overview of TRMM; TRMM TMI and PR measurements; 
TRMM multi-satellite precipitation analysis (TMPA); GPM; Overview of TRMM and GPM missions and sensors; GPM GMI and DPR measurements; 
IMERG; Examples of precipitation data applications;  Societal benefits of TRMM and GPM precipitation; Weather monitoring; Early Warning of Extreme Rainfall and Flooding For Developing Countries; Flooding estimates; Global disaster alert and coordination system (GDACs); Agricultural forecasting; Disease tracking;  ",Introductory,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Introduction to Global Precipitation Measurement (GPM) Data and Applications 2,https://appliedsciences.nasa.gov/join-mission/training/english/introduction-global-precipitation-measurement-gpm-data-and ,GIS Expert; Data Scientist; Introduction to Global Precipitation Measurement (GPM) Data and Applications; introductory; data products and data access tools; Overview of GPM rainfall data; About remote sensing data;  Data processing levels; Data formats; Precipitation measurement missions data information; TRMM and GPM data products; GPM data products; GPM level 2 data product information; Summary of GPM level 2 precipitation products; GPM level 3 data product information; GPM data file names; GPM data product validation; GPM and TRMM level 2 data comparison; GPM data access tools; Mirador search and access; Giovani version 4; PPS; STORM; ,Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Introduction to Global Precipitation Measurement (GPM) Data and Applications 3,https://appliedsciences.nasa.gov/join-mission/training/english/introduction-global-precipitation-measurement-gpm-data-and ,"GIS Expert; Data Scientist; Introductory; Introduction to Global Precipitation Measurement (GPM) Data and Applications; introductory; demonstration of data access and GIS applications; GPM IMERG;
IMERG datasets; 
Examples; 
Validation;  
Case study: GPM IMERG Precipitation Data for Hurricane Arthur;
Giovanni Version 4; 
Import into GIS;",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,New Sensor Highlight: ECOSTRESS ,https://arset.gsfc.nasa.gov/land/webinars/ECOSTRESS,"Manager; Data Scientist; GIS Expert; introductory; ECOSTRESS; ECOSTRESS at a glance; 
Data and products; 
Natural colour vs thermal images; 
Evapotranspiration (ET);
Water stress drives plant behaviour ;
Plot scale insights into plant water use; 
Contrasting snapshots of water use; 
Water use efficiency in the amazon; 
Drought in costa rica; 
ECOSTRESS Leverages the Variable Overpass of the ISS to Study How ET Varies at Different Times of Day; 
Diurnal Field-scale ET Now Seen, ISS Acquires Data at Different Times of Day ;
ECOSTRESS is Being Used to Advance Understanding of How ET Changes Throughout the Day, and How This Relates to Plant Health ;
USDA is using ECOSTRESS to bridge temporal gaps in ET assessments in support of agricultural applications ;
Applications and case study examples; 
ECOSTRESS observes fires in the amazon; 
Examining the relation between biodiversity and surface temperature regimes in localized coastal upwelling zones; 
ECOSTRESS used to access heat vulnerability in urban studies; 
Water flow operations impacts on turbidity and temperature in san Francisco bay and delta ecosystems using satellite remote sensing; 
Surface biology and geology mission; 
An introduction to the LP DAAC; 
NASA’s land processes distributed active archive center (LP DAAC); 
What does LP DAAC do?; 
LP DAAC data collections; 
ECOSTRESS characteristics; 
ECOSTRESS products; 
Resources for working with ECOSTRESS data; 
ECOSTRESS data in AppEEARS; 
Tennessee Energy: Assessing the Hydrothermal Outputs of Nuclear Power Plants with ECOSTRESS; 
Live demos; 
LP DAAC data prep scripts ;
LP DAAC E-learning; ",Introductory,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Applications of Remote Sensing to Soil Moisture and evapotranspiration 1,http://arset.gsfc.nasa.gov/water/webinars/apps-et-smap ,"Manager; Data Scientist; GIS Expert; Applications of Remote Sensing to Soil Moisture and evapotranspiration; introductory;  The water cycle; 
SMAP ;
Overview of SMAP ;
Water distribution on earth ;
Importance of soil moisture ;
Soil profile ;
Factors influencing soil moisture ;
Why measure from space? ;
Applications ;
Primary objectives of SMAP ;
SMAP overview ;
Passive and active remote sensing ;
Microwave remote sensing ;
Measurement approach ;
SMAP products ;
Radiometer data – level 1C;
Soil moisture derived from the radiometer – level 3 ;
Surface and root zone soil moisture – level 4 ;
Net ecosystem carbon exchange – level 4;
SMAP enhanced active-passive product using sentinel ;
Soil moisture retrieval map ;
Soil moisture expected accuracy ;
Data access: NSIDC;
Global soil moisture animation ;
Value of soil moisture data to weather and climate ;
Flood example ;
Crop yield modelling ;
Predicting vector-borne diseases ;
SMAP Early adopters;
Evapotranspiration; 
Overview of evapotranspiration (ET); 
What is ET? ;
Importance of ET; 
Challenges in measuring ET;
ET ground measurements ;
Benefits of estimating ET from remote sensing data ;
Methods of estimating ET based on remote sensing;
Remote sensors and observations for ET ;
MODIS ;
MODIS normalised vegetation index ;
NDVI formula ;
Enhanced thermatic mapper (ETM+);
Operational landsat imager (OLI);
Thermal infrared sensor (TIRS);
Importance of landsat for ET ;
Estimation of ET ;
ET estimation for land surface models ;
ET estimation by surface energy balance ;
ET estimation from vegetation and crop information ;
Penman-Monteith equation for ET ;
Crop coefficient (KC) and NDVI;
 data products based on remote sensing;",Introductory,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Applications of Remote Sensing to Soil Moisture and evapotranspiration 2,http://arset.gsfc.nasa.gov/water/webinars/apps-et-smap ,"GIS Expert; Data Scientist; Applications of Remote Sensing to Soil Moisture and evapotranspiration; introductory;  Measurement approach ;
SMAP lessons learned; 
Mission status overview post radar ;
SMAP mission products ;
SMAP enhanced products; 
Enhanced product suite; 
Enhanced product summary; 
Data access; 
Visualising SMAP data; 
SMAP data services; 
SMAP mission applications;  
Samples of SMAP data applications; 
Flooding; 
Drought; 
Decision support tools; ",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Applications of Remote Sensing to Soil Moisture and evapotranspiration 3,http://arset.gsfc.nasa.gov/water/webinars/apps-et-smap ,"GIS Expert; Data Scientist; Applications of Remote Sensing to Soil Moisture and evapotranspiration; introductory;  Data access options; 
NSIDC, Earthdata search, Worldview; 
Discovering SMAP data at NSIDC; 
Tools that work with SMAP HDF5-formatted data ;
Exploring SMAP data in NASA’s worldview;  
Visualising and accessing; 
Exploring interface;
Exploring layer options; 
Adding an overlay; 
Downloading; 
Accessing SMAP data with NASA’s earthdata search; 
Search for and download SMPA data; 
Set temporal search filter; 
Set spatial search filter; 
Add collection to a project; 
Expand to reveal granule list; 
Download options; 
Customising download; 
Retrieving SMAP output; ",Introductory,GIS Expert; Data Scientist; 
